transaction_id,transaction_datetime,customer_id,customer_full_name,customer_age,customer_country,customer_loyalty_tier,customer_account_age_days,product_category,product_subcategory,quantity_purchased,unit_price_usd,gross_amount_usd,loyalty_discount_pct,promo_discount_pct,total_discount_pct,discount_amount_usd,net_amount_before_tax_usd,tax_rate,tax_amount_usd,net_amount_after_tax_usd,shipping_fee_usd,total_transaction_amount_usd,payment_method,device_type,days_since_last_purchase,is_fraudulent,is_returned,is_churned_customer
TXN0002919,2024-05-04 01:07:54,CUST00011,Mary Kim,32,France,Platinum,3533,Home & Garden,Furniture,4,5.36,21.44,0.15,0.0,0.15,3.22,18.22,0.065,1.18,19.4,9.82,29.22,Google Pay,Desktop,80,0,0,0
TXN0002920,2023-05-13 02:03:38,CUST00077,Priya Jones,33,India,Platinum,3350,Home & Garden,Furniture,1,366.16,366.16,0.15,0.1,0.25,91.54,274.62,0.056,15.38,290.0,0.0,290.0,Apple Pay,Desktop,105,0,0,0
TXN0002921,2023-02-22 15:10:10,CUST01310,Michael Allen,59,United States,Bronze,1090,Toys,LEGO,1,236.46,236.46,0.0,0.0,0.0,0.0,236.46,0.077,18.21,254.67,0.0,254.67,Credit Card,Tablet,2,0,0,0
TXN0002922,2024-12-25 00:49:28,CUST01258,Patricia Singh,36,India,Bronze,2906,Groceries,Organic,2,66.57,133.14,0.0,0.0,0.0,0.0,133.14,0.132,17.57,150.71,0.0,150.71,Debit Card,Desktop,287,0,0,1
TXN0002923,2024-01-14 12:26:43,CUST00614,Yuki Brown,73,Canada,Bronze,320,Books,Children,1,27.97,27.97,0.0,0.15,0.15,4.2,23.77,0.07,1.66,25.43,7.49,32.92,Google Pay,Desktop,312,0,0,1
TXN0002924,2024-11-24 00:20:21,CUST00133,Linda Brown,62,France,Gold,2489,Groceries,Meat,1,84.72,84.72,0.1,0.1,0.2,16.94,67.78,0.1,6.78,74.56,0.0,74.56,Debit Card,Tablet,114,0,0,0
TXN0002925,2023-10-12 00:44:29,CUST00394,Patricia Johnson,36,Japan,Gold,1742,Home & Garden,Cookware,1,710.54,710.54,0.1,0.0,0.1,71.05,639.49,0.085,54.36,693.85,0.0,693.85,Gift Card,Desktop,210,0,0,0
TXN0002926,2024-04-07 18:29:19,CUST00130,Priya Nguyen,25,France,Bronze,1304,Electronics,Smart Watch,1,124.78,124.78,0.0,0.0,0.0,0.0,124.78,0.116,14.47,139.25,0.0,139.25,PayPal,Mobile,261,0,0,1
TXN0002927,2023-04-04 23:24:42,CUST00923,Ibrahim Thompson,58,United States,Silver,1689,Clothing,Shoes,1,105.2,105.2,0.05,0.0,0.05,5.26,99.94,0.131,13.09,113.03,0.0,113.03,Debit Card,Desktop,265,0,0,0
TXN0002928,2024-08-28 17:39:36,CUST00452,Susan Allen,32,United States,Bronze,657,Toys,Puzzle,1,148.78,148.78,0.0,0.0,0.0,0.0,148.78,0.137,20.38,169.16,0.0,169.16,Debit Card,Desktop,204,0,0,1
TXN0002929,2024-09-15 01:27:23,CUST00520,Robert Chen,70,Germany,Bronze,345,Electronics,TV,5,995.47,4977.35,0.0,0.1,0.1,497.74,4479.61,0.106,474.84,4954.45,0.0,4954.45,PayPal,Mobile,108,1,0,0
TXN0002930,2023-10-18 04:37:09,CUST01447,Elena Allen,51,France,Bronze,2937,Books,Self-Help,1,29.1,29.1,0.0,0.15,0.15,4.37,24.73,0.063,1.56,26.29,6.05,32.34,Apple Pay,Desktop,216,0,0,1
TXN0002931,2024-08-29 03:39:34,CUST00751,Linda Jones,37,Mexico,Bronze,3412,Sports,Camping,2,493.49,986.98,0.0,0.0,0.0,0.0,986.98,0.084,82.91,1069.89,0.0,1069.89,PayPal,Mobile,96,0,0,0
TXN0002932,2024-11-27 03:46:13,CUST00441,Thomas Martin,74,Japan,Gold,1947,Sports,Swimming,1,411.84,411.84,0.1,0.2,0.3,123.55,288.29,0.084,24.22,312.51,0.0,312.51,Debit Card,Mobile,72,0,0,0
TXN0002933,2023-08-12 02:59:11,CUST00463,Jessica Thomas,62,United States,Platinum,312,Sports,Camping,4,44.6,178.4,0.15,0.1,0.25,44.6,133.8,0.097,12.98,146.78,0.0,146.78,Debit Card,Mobile,125,0,0,0
TXN0002934,2024-06-07 18:15:52,CUST01429,Jessica Garcia,49,Brazil,Silver,146,Electronics,Headphones,1,519.94,519.94,0.05,0.0,0.05,26.0,493.94,0.053,26.18,520.12,0.0,520.12,PayPal,Desktop,354,0,1,0
TXN0002935,2024-08-24 20:57:38,CUST01245,Jessica Lee,45,United Kingdom,Bronze,2873,Home & Garden,Tools,1,514.54,514.54,0.0,0.1,0.1,51.45,463.09,0.058,26.86,489.95,0.0,489.95,Credit Card,Mobile,8,0,0,0
TXN0002936,2023-05-26 10:18:22,CUST00475,Mary Jackson,46,United States,Bronze,3567,Toys,Doll,1,116.88,116.88,0.0,0.1,0.1,11.69,105.19,0.093,9.78,114.97,0.0,114.97,Debit Card,Desktop,246,0,0,1
TXN0002937,2024-02-24 21:38:05,CUST00568,Joseph Young,45,United States,Silver,872,Toys,Doll,1,183.27,183.27,0.05,0.0,0.05,9.16,174.11,0.091,15.84,189.95,0.0,189.95,Credit Card,Mobile,197,0,0,0
TXN0002938,2023-05-17 12:15:30,CUST00402,Mary Young,53,United States,Silver,331,Toys,Educational,1,166.16,166.16,0.05,0.2,0.25,41.54,124.62,0.097,12.09,136.71,0.0,136.71,Credit Card,Mobile,134,0,0,0
TXN0002939,2024-05-01 18:06:34,CUST00608,Michael Nguyen,26,Brazil,Bronze,3611,Sports,Sportswear,1,511.37,511.37,0.0,0.0,0.0,0.0,511.37,0.101,51.65,563.02,0.0,563.02,Credit Card,Mobile,147,0,0,0
TXN0002940,2024-12-07 10:32:58,CUST01228,William Jones,63,India,Silver,731,Sports,Sportswear,2,35.6,71.2,0.05,0.0,0.05,3.56,67.64,0.127,8.59,76.23,0.0,76.23,Debit Card,Mobile,55,0,0,0
TXN0002941,2023-09-10 23:20:42,CUST01280,Thomas Williams,72,France,Bronze,2552,Clothing,Hoodie,1,198.01,198.01,0.0,0.05,0.05,9.9,188.11,0.136,25.58,213.69,0.0,213.69,Debit Card,Desktop,53,0,0,0
TXN0002942,2023-03-04 21:35:11,CUST00998,Yuki Allen,40,United States,Bronze,351,Home & Garden,Bedding,2,234.59,469.18,0.0,0.05,0.05,23.46,445.72,0.135,60.17,505.89,0.0,505.89,Google Pay,Desktop,56,0,0,0
TXN0002943,2024-04-29 10:59:16,CUST01071,Michael Smith,62,United States,Silver,1056,Beauty,Sunscreen,1,105.77,105.77,0.05,0.15,0.2,21.15,84.62,0.069,5.84,90.46,0.0,90.46,Credit Card,Mobile,310,0,0,0
TXN0002944,2024-05-08 21:23:32,CUST00233,David Ahmed,57,United States,Bronze,3404,Clothing,Shoes,1,74.76,74.76,0.0,0.1,0.1,7.48,67.28,0.097,6.53,73.81,0.0,73.81,Crypto,Mobile,246,0,0,1
TXN0002945,2023-10-25 13:29:20,CUST00586,Karen Gonzalez,66,United States,Silver,2267,Home & Garden,Plants,2,69.78,139.56,0.05,0.0,0.05,6.98,132.58,0.142,18.83,151.41,0.0,151.41,PayPal,Desktop,29,0,0,0
TXN0002946,2024-03-14 08:54:01,CUST00810,Michael Chen,34,India,Platinum,1496,Home & Garden,Cookware,1,632.58,632.58,0.15,0.0,0.15,94.89,537.69,0.123,66.14,603.83,0.0,603.83,Google Pay,Mobile,328,0,0,0
TXN0002947,2023-02-18 05:56:26,CUST01183,Sarah Harris,44,Canada,Silver,56,Books,Children,1,54.73,54.73,0.05,0.0,0.05,2.74,51.99,0.087,4.52,56.51,0.0,56.51,PayPal,Mobile,155,0,0,0
TXN0002948,2023-01-27 23:39:23,CUST01390,Richard Kumar,29,United States,Platinum,477,Books,Self-Help,1,36.75,36.75,0.15,0.0,0.15,5.51,31.24,0.134,4.19,35.43,7.83,43.26,Debit Card,Mobile,124,0,0,0
TXN0002949,2023-07-03 06:17:14,CUST00677,John Smith,22,United States,Silver,3344,Home & Garden,Cookware,2,626.12,1252.24,0.05,0.0,0.05,62.61,1189.63,0.108,128.48,1318.11,0.0,1318.11,Credit Card,Mobile,89,0,0,0
TXN0002950,2023-10-25 15:32:49,CUST00303,Joseph Brown,69,Brazil,Bronze,2955,Books,Fiction,1,77.34,77.34,0.0,0.0,0.0,0.0,77.34,0.134,10.36,87.7,0.0,87.7,Credit Card,Mobile,359,0,0,1
TXN0002951,2024-06-28 08:29:37,CUST00698,David Ahmed,57,United States,Bronze,2966,Home & Garden,Decor,3,86.62,259.86,0.0,0.0,0.0,0.0,259.86,0.101,26.25,286.11,0.0,286.11,Debit Card,Mobile,325,0,0,1
TXN0002952,2023-06-30 12:33:00,CUST01355,Carlos Kumar,38,United States,Bronze,962,Electronics,Tablet,1,801.25,801.25,0.0,0.2,0.2,160.25,641.0,0.05,32.05,673.05,0.0,673.05,PayPal,Mobile,141,0,0,0
TXN0002953,2023-11-06 04:44:15,CUST00312,Robert Kim,62,India,Silver,2837,Sports,Camping,2,16.19,32.38,0.05,0.2,0.25,8.1,24.28,0.125,3.04,27.32,9.81,37.13,Credit Card,Desktop,304,0,0,0
TXN0002954,2024-05-11 23:16:26,CUST01208,Joseph Lee,70,Canada,Silver,3450,Toys,Action Figure,1,203.81,203.81,0.05,0.0,0.05,10.19,193.62,0.122,23.62,217.24,0.0,217.24,Google Pay,Mobile,117,0,0,0
TXN0002955,2023-08-31 07:55:08,CUST01421,Lisa Williams,27,United States,Silver,3583,Clothing,Suit,1,47.89,47.89,0.05,0.0,0.05,2.39,45.5,0.101,4.6,50.1,4.25,54.35,PayPal,Desktop,73,0,0,0
TXN0002956,2024-12-25 12:43:15,CUST01233,David Gonzalez,30,Germany,Silver,2215,Home & Garden,Decor,1,233.4,233.4,0.05,0.15,0.2,46.68,186.72,0.076,14.19,200.91,0.0,200.91,Google Pay,Tablet,122,0,0,0
TXN0002957,2024-04-14 09:15:28,CUST00069,William Thompson,49,United States,Gold,238,Beauty,Makeup,5,144.32,721.6,0.1,0.05,0.15,108.24,613.36,0.05,30.67,644.03,0.0,644.03,Debit Card,Desktop,101,0,0,0
TXN0002958,2023-10-12 06:25:11,CUST00402,Mary Young,53,United States,Silver,331,Toys,Action Figure,1,189.23,189.23,0.05,0.1,0.15,28.38,160.85,0.148,23.81,184.66,0.0,184.66,PayPal,Mobile,206,0,0,0
TXN0002959,2023-10-30 13:42:38,CUST00360,Priya Kim,28,Japan,Bronze,2518,Books,Non-Fiction,1,44.43,44.43,0.0,0.0,0.0,0.0,44.43,0.071,3.15,47.58,7.37,54.95,Debit Card,Desktop,185,0,0,1
TXN0002960,2023-01-01 18:03:59,CUST00733,Thomas White,52,Germany,Platinum,2375,Home & Garden,Cleaning Supplies,1,726.4,726.4,0.15,0.05,0.2,145.28,581.12,0.123,71.48,652.6,0.0,652.6,Credit Card,Desktop,148,0,0,0
TXN0002961,2024-10-13 11:52:50,CUST00016,Wei Moore,32,Germany,Gold,3208,Sports,Swimming,1,532.41,532.41,0.1,0.0,0.1,53.24,479.17,0.131,62.77,541.94,0.0,541.94,Credit Card,Mobile,314,0,0,0
TXN0002962,2023-04-14 08:35:44,CUST00951,Priya Kim,39,Japan,Silver,311,Electronics,Speaker,4,504.91,2019.64,0.05,0.1,0.15,302.95,1716.69,0.1,171.67,1888.36,0.0,1888.36,Apple Pay,Desktop,87,0,0,0
TXN0002963,2023-11-30 16:03:49,CUST00435,Mohammed Taylor,38,United States,Bronze,3178,Electronics,Smart Watch,1,383.13,383.13,0.0,0.0,0.0,0.0,383.13,0.056,21.46,404.59,0.0,404.59,Credit Card,Mobile,127,0,0,0
TXN0002964,2024-10-09 06:56:22,CUST00573,Susan Singh,47,Australia,Gold,2921,Home & Garden,Decor,2,475.42,950.84,0.1,0.1,0.2,190.17,760.67,0.059,44.88,805.55,0.0,805.55,Credit Card,Desktop,79,0,0,0
TXN0002965,2023-07-29 09:07:50,CUST00822,Wei Singh,48,France,Silver,3294,Clothing,Jacket,1,246.55,246.55,0.05,0.0,0.05,12.33,234.22,0.118,27.64,261.86,0.0,261.86,Google Pay,Desktop,169,0,0,0
TXN0002966,2024-06-29 14:46:56,CUST00447,Fatima Davis,18,United States,Bronze,3117,Groceries,Beverages,1,66.96,66.96,0.0,0.0,0.0,0.0,66.96,0.052,3.48,70.44,0.0,70.44,Credit Card,Mobile,14,0,0,0
TXN0002967,2023-02-17 16:03:18,CUST00145,Linda Rodriguez,44,Canada,Gold,2858,Groceries,Organic,2,48.32,96.64,0.1,0.0,0.1,9.66,86.98,0.117,10.18,97.16,0.0,97.16,Credit Card,Mobile,120,0,0,0
TXN0002968,2024-07-26 01:37:30,CUST00504,Linda Williams,63,United States,Bronze,1897,Groceries,Snacks,1,87.63,87.63,0.0,0.15,0.15,13.14,74.49,0.15,11.17,85.66,0.0,85.66,Credit Card,Mobile,141,0,0,0
TXN0002969,2023-12-23 00:40:24,CUST00612,Wei Brown,18,United States,Bronze,2461,Toys,LEGO,4,75.03,300.12,0.0,0.0,0.0,0.0,300.12,0.147,44.12,344.24,0.0,344.24,Google Pay,Desktop,141,0,0,0
TXN0002970,2023-04-11 02:07:45,CUST00006,Sofia Garcia,62,Canada,Bronze,911,Home & Garden,Furniture,1,515.33,515.33,0.0,0.0,0.0,0.0,515.33,0.075,38.65,553.98,0.0,553.98,Bank Transfer,Mobile,97,0,0,0
TXN0002971,2023-11-30 11:08:09,CUST01365,Charles Martin,71,Canada,Bronze,1783,Books,History,2,40.23,80.46,0.0,0.0,0.0,0.0,80.46,0.099,7.97,88.43,0.0,88.43,Bank Transfer,Desktop,307,0,0,1
TXN0002972,2023-05-02 07:46:28,CUST01003,Mary Thompson,69,Canada,Platinum,163,Toys,Video Game,1,216.9,216.9,0.15,0.05,0.2,43.38,173.52,0.068,11.8,185.32,0.0,185.32,Credit Card,Tablet,222,0,0,0
TXN0002973,2024-12-30 04:41:57,CUST00250,Patricia Rodriguez,22,Canada,Gold,2132,Groceries,Bakery,1,18.36,18.36,0.1,0.0,0.1,1.84,16.52,0.072,1.19,17.71,7.12,24.83,Apple Pay,Mobile,173,0,0,0
TXN0002974,2024-10-23 08:45:46,CUST00903,Linda Jones,65,United States,Gold,2265,Electronics,Speaker,2,242.48,484.96,0.1,0.1,0.2,96.99,387.97,0.136,52.76,440.73,0.0,440.73,Credit Card,Tablet,352,0,1,0
TXN0002975,2023-12-10 21:55:42,CUST00144,Elena Wilson,53,United States,Platinum,380,Sports,Gym Equipment,1,58.52,58.52,0.15,0.15,0.3,17.56,40.96,0.069,2.83,43.79,9.91,53.7,Credit Card,Mobile,291,0,0,0
TXN0002976,2023-08-05 04:32:01,CUST00331,James Anderson,24,India,Silver,3271,Home & Garden,Decor,1,32.5,32.5,0.05,0.0,0.05,1.62,30.88,0.147,4.54,35.42,8.14,43.56,Credit Card,Tablet,101,0,0,0
TXN0002977,2024-12-04 10:27:56,CUST01289,Barbara Martin,65,Japan,Platinum,987,Home & Garden,Cleaning Supplies,1,573.96,573.96,0.15,0.05,0.2,114.79,459.17,0.108,49.59,508.76,0.0,508.76,Apple Pay,Mobile,17,0,0,0
TXN0002978,2024-12-07 03:21:49,CUST00869,Aisha Moore,42,United States,Gold,3301,Sports,Sportswear,1,343.4,343.4,0.1,0.0,0.1,34.34,309.06,0.101,31.22,340.28,0.0,340.28,Crypto,Mobile,116,0,0,0
TXN0002979,2024-10-03 10:05:34,CUST00273,Priya Patel,19,United States,Silver,1570,Home & Garden,Furniture,1,9.5,9.5,0.05,0.0,0.05,0.48,9.02,0.139,1.25,10.27,7.34,17.61,PayPal,Mobile,323,0,0,0
TXN0002980,2023-10-23 22:09:35,CUST01130,James Jackson,55,Brazil,Silver,1076,Groceries,Dairy,1,25.65,25.65,0.05,0.0,0.05,1.28,24.37,0.115,2.8,27.17,9.21,36.38,Credit Card,Desktop,341,0,0,0
TXN0002981,2024-07-02 23:31:39,CUST01258,Patricia Singh,36,India,Bronze,2906,Toys,Action Figure,1,187.83,187.83,0.0,0.0,0.0,0.0,187.83,0.118,22.16,209.99,0.0,209.99,Apple Pay,Desktop,342,0,0,1
TXN0002982,2023-11-23 21:47:18,CUST00094,Carlos Rodriguez,75,United States,Silver,1693,Books,Science,1,60.4,60.4,0.05,0.0,0.05,3.02,57.38,0.057,3.27,60.65,0.0,60.65,Debit Card,Mobile,260,0,0,0
TXN0002983,2023-05-13 10:49:22,CUST00040,Elena Johnson,73,United States,Silver,1170,Sports,Running Shoes,2,447.29,894.58,0.05,0.0,0.05,44.73,849.85,0.054,45.89,895.74,0.0,895.74,Credit Card,Desktop,102,0,0,0
TXN0002984,2023-06-21 09:19:19,CUST01468,Sarah Kim,41,United States,Platinum,2043,Groceries,Fresh Produce,1,39.85,39.85,0.15,0.05,0.2,7.97,31.88,0.072,2.3,34.18,9.86,44.04,PayPal,Mobile,31,0,0,0
TXN0002985,2023-02-20 10:54:55,CUST01044,Karen Thomas,30,Canada,Silver,1646,Home & Garden,Lighting,1,61.59,61.59,0.05,0.1,0.15,9.24,52.35,0.077,4.03,56.38,0.0,56.38,Apple Pay,Mobile,127,0,0,0
TXN0002986,2024-07-26 22:22:29,CUST00976,Thomas Taylor,63,Japan,Bronze,3198,Electronics,Camera,5,383.92,1919.6,0.0,0.0,0.0,0.0,1919.6,0.149,286.02,2205.62,0.0,2205.62,Credit Card,Mobile,206,1,0,1
TXN0002987,2023-05-07 20:36:42,CUST00414,Charles Young,32,Germany,Silver,728,Toys,Puzzle,1,112.31,112.31,0.05,0.0,0.05,5.62,106.69,0.115,12.27,118.96,0.0,118.96,PayPal,Mobile,19,0,0,0
TXN0002988,2024-10-13 21:51:57,CUST00701,Thomas Singh,41,Japan,Bronze,2742,Electronics,TV,2,800.57,1601.14,0.0,0.05,0.05,80.06,1521.08,0.123,187.09,1708.17,0.0,1708.17,Credit Card,Mobile,269,0,0,1
TXN0002989,2023-01-16 08:07:02,CUST01158,Fatima Wilson,44,United States,Silver,860,Books,History,1,50.44,50.44,0.05,0.0,0.05,2.52,47.92,0.061,2.92,50.84,7.05,57.89,Credit Card,Desktop,28,0,0,0
TXN0002990,2023-01-24 21:32:16,CUST00987,Sofia Thompson,34,Brazil,Gold,2384,Electronics,TV,1,279.23,279.23,0.1,0.0,0.1,27.92,251.31,0.134,33.68,284.99,0.0,284.99,Credit Card,Desktop,308,0,0,0
TXN0002991,2023-06-10 17:43:16,CUST00313,Fatima Thompson,23,Australia,Bronze,1512,Beauty,Nail Care,1,12.25,12.25,0.0,0.0,0.0,0.0,12.25,0.056,0.69,12.94,4.23,17.17,Apple Pay,Desktop,5,0,0,0
TXN0002992,2023-07-27 14:20:31,CUST00326,Susan Moore,24,Germany,Silver,540,Books,Self-Help,1,46.21,46.21,0.05,0.0,0.05,2.31,43.9,0.127,5.58,49.48,6.66,56.14,Apple Pay,Desktop,268,0,0,0
TXN0002993,2024-06-16 06:54:27,CUST00342,Ibrahim Martin,20,Australia,Platinum,1068,Clothing,Sneakers,2,126.9,253.8,0.15,0.0,0.15,38.07,215.73,0.122,26.32,242.05,0.0,242.05,Bank Transfer,Mobile,199,0,0,0
TXN0002994,2023-06-11 09:47:11,CUST00173,Priya Anderson,56,United States,Bronze,2791,Books,Non-Fiction,4,13.8,55.2,0.0,0.0,0.0,0.0,55.2,0.137,7.56,62.76,0.0,62.76,Debit Card,Mobile,316,0,0,1
TXN0002995,2024-11-09 06:51:06,CUST00290,Mohammed Garcia,22,United Kingdom,Bronze,2118,Clothing,T-Shirt,2,123.93,247.86,0.0,0.0,0.0,0.0,247.86,0.083,20.57,268.43,0.0,268.43,PayPal,Tablet,63,0,0,0
TXN0002996,2024-02-28 21:20:10,CUST01275,Thomas Kumar,48,United Kingdom,Bronze,1475,Electronics,TV,4,324.09,1296.36,0.0,0.0,0.0,0.0,1296.36,0.051,66.11,1362.47,0.0,1362.47,Credit Card,Desktop,157,0,0,0
TXN0002997,2024-04-05 13:57:58,CUST00482,Wei White,44,United States,Bronze,3120,Groceries,Beverages,1,83.51,83.51,0.0,0.0,0.0,0.0,83.51,0.129,10.77,94.28,0.0,94.28,PayPal,Mobile,121,0,0,0
TXN0002998,2024-04-03 20:57:19,CUST00612,Wei Brown,18,United States,Bronze,2461,Clothing,T-Shirt,2,277.59,555.18,0.0,0.05,0.05,27.76,527.42,0.108,56.96,584.38,0.0,584.38,Apple Pay,Desktop,362,0,0,1
TXN0002999,2024-07-03 08:53:07,CUST01256,Thomas Jackson,72,United States,Bronze,1542,Electronics,Smartphone,2,1222.66,2445.32,0.0,0.0,0.0,0.0,2445.32,0.066,161.39,2606.71,0.0,2606.71,PayPal,Desktop,359,0,0,1
TXN0003000,2023-04-27 12:37:54,CUST01268,Thomas Wilson,44,Japan,Silver,167,Groceries,Organic,1,77.46,77.46,0.05,0.0,0.05,3.87,73.59,0.121,8.9,82.49,0.0,82.49,Google Pay,Mobile,136,0,0,0
TXN0003001,2024-07-05 08:13:48,CUST00954,Patricia Garcia,48,Brazil,Silver,3625,Sports,Sportswear,1,495.17,495.17,0.05,0.0,0.05,24.76,470.41,0.114,53.63,524.04,0.0,524.04,Debit Card,Desktop,224,0,0,0
TXN0003002,2024-09-28 06:52:16,CUST01342,Sofia Chen,48,Germany,Bronze,2650,Clothing,Jeans,1,20.87,20.87,0.0,0.1,0.1,2.09,18.78,0.107,2.01,20.79,8.37,29.16,PayPal,Mobile,10,0,0,0
TXN0003003,2023-01-03 08:45:24,CUST01104,Susan Kumar,55,United States,Bronze,1260,Toys,Video Game,1,126.92,126.92,0.0,0.05,0.05,6.35,120.57,0.096,11.57,132.14,0.0,132.14,Debit Card,Mobile,28,0,0,0
TXN0003004,2023-12-19 22:43:37,CUST00755,Barbara Nguyen,50,Canada,Gold,2177,Home & Garden,Decor,2,71.17,142.34,0.1,0.15,0.25,35.59,106.75,0.069,7.37,114.12,0.0,114.12,Apple Pay,Tablet,29,0,0,0
TXN0003005,2024-12-13 07:03:00,CUST00843,Carlos Thomas,63,Canada,Bronze,2728,Home & Garden,Plants,3,311.34,934.02,0.0,0.0,0.0,0.0,934.02,0.066,61.65,995.67,0.0,995.67,Credit Card,Desktop,60,0,0,0
TXN0003006,2024-10-22 21:06:09,CUST01019,Susan Singh,61,Japan,Bronze,2388,Beauty,Vitamins,2,12.45,24.9,0.0,0.15,0.15,3.73,21.17,0.092,1.95,23.12,7.51,30.63,Apple Pay,Tablet,284,0,0,1
TXN0003007,2023-06-18 01:07:10,CUST00407,Wei Anderson,69,Canada,Silver,2513,Home & Garden,Furniture,1,595.11,595.11,0.05,0.05,0.1,59.51,535.6,0.145,77.66,613.26,0.0,613.26,Debit Card,Desktop,118,0,0,0
TXN0003008,2024-01-19 02:24:30,CUST01332,Jennifer Gonzalez,55,United States,Gold,497,Home & Garden,Cleaning Supplies,2,653.89,1307.78,0.1,0.2,0.3,392.33,915.45,0.054,49.43,964.88,0.0,964.88,Debit Card,Mobile,175,0,0,0
TXN0003009,2024-04-28 01:01:15,CUST00532,Jessica Harris,53,United Kingdom,Bronze,137,Electronics,Smartphone,4,529.44,2117.76,0.0,0.05,0.05,105.89,2011.87,0.055,110.65,2122.52,0.0,2122.52,Credit Card,Mobile,259,1,0,1
TXN0003010,2023-02-22 10:50:24,CUST01245,Jessica Lee,45,United Kingdom,Bronze,2873,Books,Science,4,71.83,287.32,0.0,0.0,0.0,0.0,287.32,0.058,16.66,303.98,0.0,303.98,Debit Card,Mobile,134,0,0,0
TXN0003011,2023-11-06 20:33:47,CUST00317,Elena Thompson,20,Australia,Gold,2561,Clothing,Hoodie,1,23.96,23.96,0.1,0.0,0.1,2.4,21.56,0.114,2.46,24.02,9.71,33.73,PayPal,Mobile,57,0,0,0
TXN0003012,2023-12-10 15:49:14,CUST01113,Thomas Nguyen,32,United States,Silver,1639,Sports,Bicycle,1,256.63,256.63,0.05,0.05,0.1,25.66,230.97,0.074,17.09,248.06,0.0,248.06,Apple Pay,Mobile,357,0,0,0
TXN0003013,2023-05-27 05:42:10,CUST00141,Joseph Davis,66,Canada,Silver,1582,Clothing,Suit,1,136.27,136.27,0.05,0.0,0.05,6.81,129.46,0.119,15.41,144.87,0.0,144.87,PayPal,Mobile,54,0,0,0
TXN0003014,2023-07-12 11:08:06,CUST00499,Karen Patel,61,United States,Gold,2031,Toys,Doll,2,162.92,325.84,0.1,0.0,0.1,32.58,293.26,0.068,19.94,313.2,0.0,313.2,Credit Card,Desktop,202,0,0,0
TXN0003015,2023-10-13 05:32:33,CUST00054,Mary Young,65,United Kingdom,Silver,264,Home & Garden,Furniture,1,174.25,174.25,0.05,0.0,0.05,8.71,165.54,0.094,15.56,181.1,0.0,181.1,Debit Card,Mobile,39,0,0,0
TXN0003016,2024-02-07 10:27:52,CUST01333,Sarah Allen,69,Australia,Bronze,860,Home & Garden,Tools,5,530.8,2654.0,0.0,0.0,0.0,0.0,2654.0,0.07,185.78,2839.78,0.0,2839.78,Bank Transfer,Mobile,30,0,0,0
TXN0003017,2024-11-03 04:54:52,CUST00688,Linda Smith,75,India,Bronze,3342,Electronics,Smartphone,1,335.0,335.0,0.0,0.1,0.1,33.5,301.5,0.062,18.69,320.19,0.0,320.19,Credit Card,Mobile,50,0,0,0
TXN0003018,2024-09-10 21:55:57,CUST01220,Thomas Kim,26,United States,Bronze,1617,Beauty,Skincare,2,91.19,182.38,0.0,0.0,0.0,0.0,182.38,0.085,15.5,197.88,0.0,197.88,PayPal,Desktop,206,0,0,1
TXN0003019,2023-08-13 10:02:16,CUST00598,Sarah Jones,54,Australia,Silver,1566,Electronics,TV,1,1323.66,1323.66,0.05,0.0,0.05,66.18,1257.48,0.11,138.32,1395.8,0.0,1395.8,Credit Card,Desktop,39,0,0,0
TXN0003020,2023-09-22 10:57:21,CUST00652,Richard Williams,74,Canada,Bronze,3490,Groceries,Bakery,5,62.66,313.3,0.0,0.05,0.05,15.67,297.63,0.138,41.07,338.7,0.0,338.7,Credit Card,Mobile,332,0,0,1
TXN0003021,2023-10-04 06:44:24,CUST01188,Jennifer Kim,36,Australia,Silver,2466,Electronics,Tablet,1,1094.52,1094.52,0.05,0.1,0.15,164.18,930.34,0.102,94.89,1025.23,0.0,1025.23,Credit Card,Desktop,363,0,0,0
TXN0003022,2024-10-22 01:37:10,CUST00796,Wei Kumar,40,United States,Bronze,2091,Books,History,3,45.56,136.68,0.0,0.15,0.15,20.5,116.18,0.137,15.92,132.1,0.0,132.1,PayPal,Desktop,300,0,0,1
TXN0003023,2023-12-09 10:52:20,CUST00675,Mohammed Davis,26,United States,Bronze,2841,Sports,Sportswear,2,126.25,252.5,0.0,0.0,0.0,0.0,252.5,0.054,13.63,266.13,0.0,266.13,Credit Card,Mobile,131,0,0,0
TXN0003024,2023-09-13 18:22:40,CUST00336,Barbara Brown,21,United States,Silver,2581,Home & Garden,Lighting,1,723.67,723.67,0.05,0.05,0.1,72.37,651.3,0.054,35.17,686.47,0.0,686.47,Gift Card,Mobile,115,0,0,0
TXN0003025,2024-03-20 14:47:35,CUST01167,Richard Kumar,37,France,Bronze,711,Toys,Puzzle,2,113.47,226.94,0.0,0.0,0.0,0.0,226.94,0.122,27.69,254.63,0.0,254.63,PayPal,Mobile,85,0,0,0
TXN0003026,2024-11-28 02:26:34,CUST00964,Wei Lee,38,Canada,Bronze,1775,Books,Textbook,1,68.51,68.51,0.0,0.05,0.05,3.43,65.08,0.116,7.55,72.63,0.0,72.63,Credit Card,Desktop,58,0,0,0
TXN0003027,2024-11-23 23:04:10,CUST01134,James Taylor,73,Brazil,Bronze,1589,Beauty,Sunscreen,1,62.86,62.86,0.0,0.0,0.0,0.0,62.86,0.111,6.98,69.84,0.0,69.84,Credit Card,Mobile,229,0,0,1
